country_name,country_code,year,value
Rot-Wei§Oberhausen,TCD,00/01,182
SCFreiburg,CHI,00/01,328
SCPaderborn07,CHL,00/01,31
Schalke04,CHN,00/01,1625
SpVggGreutherFuerth,COL,00/01,0
SpVggUnterhaching,COM,00/01,75
SSVUlm,COD,00/01,36
StuttgarterKickers,COG,00/01,94
SVDarmstadt98,CRI,00/01,0
TasmaniaBerlin,CIV,00/01,15
TennisBorussiaBerlin,HRV,00/01,85
VfBLeipzig,CUB,00/01,32
VfBStuttgart,CUW,00/01,2125
VfLBochum,CYP,00/01,1274
VfLWolfsburg,CZE,00/01,203
WaldhofMannheim,DNK,00/01,299
Wattenscheid09,DJI,00/01,186
WerderBremen,DMA,00/01,2071
1.FCKaiserslautern,AFG,43497,2107
1.FCKoeln,ALB,43497,2224
1.FCNuernberg,DZA,43497,1027
1.FCSaarbruecken,ASM,43497,202
1.FSVMainz05,AND,43497,0
1860Muenchen,AGO,43497,946
1899Hoffenheim,ATG,43497,0
AlemanniaAachen,ARG,43497,140
ArminiaBielefeld,ARM,43497,430
Bayer04Leverkusen,ABW,43497,1268
BayerUerdingen,AUS,43497,644
BayernMuenchen,AUT,43497,2706
Blau-Wei§90Berlin,AZE,43497,36
BorussiaDortmund,BHS,43497,2071
BorussiaMoenchengladbach,BHR,43497,2213
BorussiaNeunkirchen,BGD,43497,109
Darmstadt98,BRB,43497,86
DynamoDresden,BLR,43497,132
EintrachtBraunschweig,BEL,43497,908
EintrachtFrankfurt,BLZ,43497,2043
EnergieCottbus,BEN,43497,74
FCAugsburg,BMU,43497,0
FCHomburg,BTN,43497,103
FCIngolstadt04,BOL,43497,0
FCSt.Pauli,BIH,43497,261
FortunaDuesseldorf,BWA,43497,1121
FortunaKoeln,BRA,43497,46
HamburgerSV,VGB,43497,2240
Hannover96,BRN,43497,683
HansaRostock,BGR,43497,341
HerthaBSCBerlin,BFA,43497,1052
KarlsruherSC,BDI,43497,1025
KickersOffenbach,CPV,43497,368
MeidericherSV,KHM,43497,176
MSVDuisburg,CMR,43497,1045
Preu§enMuenster,CAN,43497,34
RBLeipzig,CYM,43497,0
Rot-Wei§Essen,CAF,43497,346
Rot-Wei§Oberhausen,TCD,43497,182
SCFreiburg,CHI,43497,365
SCPaderborn07,CHL,43497,31
Schalke04,CHN,43497,1677
SpVggGreutherFuerth,COL,43497,0
SpVggUnterhaching,COM,43497,75
SSVUlm,COD,43497,36
StuttgarterKickers,COG,43497,94
SVDarmstadt98,CRI,43497,0
TasmaniaBerlin,CIV,43497,15
TennisBorussiaBerlin,HRV,43497,85
VfBLeipzig,CUB,43497,32
VfBStuttgart,CUW,43497,2172
VfLBochum,CYP,43497,1274
VfLWolfsburg,CZE,43497,260
WaldhofMannheim,DNK,43497,299
Wattenscheid09,DJI,43497,186
WerderBremen,DMA,43497,2125
1.FCKaiserslautern,AFG,43526,2147
1.FCKoeln,ALB,43526,2224
1.FCNuernberg,DZA,43526,1027
1.FCSaarbruecken,ASM,43526,202
1.FSVMainz05,AND,43526,0
1860Muenchen,AGO,43526,990
1899Hoffenheim,ATG,43526,0
AlemanniaAachen,ARG,43526,140
ArminiaBielefeld,ARM,43526,465
Bayer04Leverkusen,ABW,43526,1315
BayerUerdingen,AUS,43526,644
BayernMuenchen,AUT,43526,2776
Blau-Wei§90Berlin,AZE,43526,36
BorussiaDortmund,BHS,43526,2122
BorussiaMoenchengladbach,BHR,43526,2256
BorussiaNeunkirchen,BGD,43526,109
Darmstadt98,BRB,43526,86
DynamoDresden,BLR,43526,132
EintrachtBraunschweig,BEL,43526,908
EintrachtFrankfurt,BLZ,43526,2043
EnergieCottbus,BEN,43526,108
FCAugsburg,BMU,43526,0
FCHomburg,BTN,43526,103
FCIngolstadt04,BOL,43526,0
FCSt.Pauli,BIH,43526,261
FortunaDuesseldorf,BWA,43526,1121
FortunaKoeln,BRA,43526,46
HamburgerSV,VGB,43526,2286
Hannover96,BRN,43526,730
HansaRostock,BGR,43526,376
HerthaBSCBerlin,BFA,43526,1104
KarlsruherSC,BDI,43526,1025
KickersOffenbach,CPV,43526,368
MeidericherSV,KHM,43526,176
MSVDuisburg,CMR,43526,1045
Preu§enMuenster,CAN,43526,34
RBLeipzig,CYM,43526,0
Rot-Wei§Essen,CAF,43526,346
Rot-Wei§Oberhausen,TCD,43526,182
SCFreiburg,CHI,43526,365
SCPaderborn07,CHL,43526,31
Schalke04,CHN,43526,1723
SpVggGreutherFuerth,COL,43526,0
SpVggUnterhaching,COM,43526,75
SSVUlm,COD,43526,36
StuttgarterKickers,COG,43526,94
SVDarmstadt98,CRI,43526,0
TasmaniaBerlin,CIV,43526,15
TennisBorussiaBerlin,HRV,43526,85
VfBLeipzig,CUB,43526,32
VfBStuttgart,CUW,43526,2225
VfLBochum,CYP,43526,1329
VfLWolfsburg,CZE,43526,299
WaldhofMannheim,DNK,43526,299
Wattenscheid09,DJI,43526,186
WerderBremen,DMA,43526,2176
1.FCKaiserslautern,AFG,43558,2186
1.FCKoeln,ALB,43558,2256
1.FCNuernberg,DZA,43558,1027
1.FCSaarbruecken,ASM,43558,202
1.FSVMainz05,AND,43558,0
1860Muenchen,AGO,43558,1022
1899Hoffenheim,ATG,43558,0
AlemanniaAachen,ARG,43558,140
ArminiaBielefeld,ARM,43558,465
Bayer04Leverkusen,ABW,43558,1388
BayerUerdingen,AUS,43558,644
BayernMuenchen,AUT,43558,2846
Blau-Wei§90Berlin,AZE,43558,36
BorussiaDortmund,BHS,43558,2181
BorussiaMoenchengladbach,BHR,43558,2296
BorussiaNeunkirchen,BGD,43558,109
Darmstadt98,BRB,43558,86
DynamoDresden,BLR,43558,132
EintrachtBraunschweig,BEL,43558,908
EintrachtFrankfurt,BLZ,43558,2079
EnergieCottbus,BEN,43558,108
FCAugsburg,BMU,43558,0
FCHomburg,BTN,43558,103
FCIngolstadt04,BOL,43558,0
FCSt.Pauli,BIH,43558,261
FortunaDuesseldorf,BWA,43558,1121
FortunaKoeln,BRA,43558,46
HamburgerSV,VGB,43558,2333
Hannover96,BRN,43558,779
HansaRostock,BGR,43558,431
HerthaBSCBerlin,BFA,43558,1146
KarlsruherSC,BDI,43558,1025
KickersOffenbach,CPV,43558,368
MeidericherSV,KHM,43558,176
MSVDuisburg,CMR,43558,1045
Preu§enMuenster,CAN,43558,34
RBLeipzig,CYM,43558,0
Rot-Wei§Essen,CAF,43558,346
Rot-Wei§Oberhausen,TCD,43558,182
SCFreiburg,CHI,43558,407
SCPaderborn07,CHL,43558,31
Schalke04,CHN,43558,1772
SpVggGreutherFuerth,COL,43558,0
SpVggUnterhaching,COM,43558,75
SSVUlm,COD,43558,36
StuttgarterKickers,COG,43558,94
SVDarmstadt98,CRI,43558,0
TasmaniaBerlin,CIV,43558,15
TennisBorussiaBerlin,HRV,43558,85
VfBLeipzig,CUB,43558,32
VfBStuttgart,CUW,43558,2277
VfLBochum,CYP,43558,1386
VfLWolfsburg,CZE,43558,355
WaldhofMannheim,DNK,43558,299
Wattenscheid09,DJI,43558,186
WerderBremen,DMA,43558,2255
1.FCKaiserslautern,AFG,43589,2229
1.FCKoeln,ALB,43589,2256
1.FCNuernberg,DZA,43589,1082
1.FCSaarbruecken,ASM,43589,202
1.FSVMainz05,AND,43589,50
1860Muenchen,AGO,43589,1022
1899Hoffenheim,ATG,43589,0
AlemanniaAachen,ARG,43589,140
ArminiaBielefeld,ARM,43589,502
Bayer04Leverkusen,ABW,43589,1453
BayerUerdingen,AUS,43589,644
BayernMuenchen,AUT,43589,2921
Blau-Wei§90Berlin,AZE,43589,36
BorussiaDortmund,BHS,43589,2228
BorussiaMoenchengladbach,BHR,43589,2331
BorussiaNeunkirchen,BGD,43589,109
Darmstadt98,BRB,43589,86
DynamoDresden,BLR,43589,132
EintrachtBraunschweig,BEL,43589,908
EintrachtFrankfurt,BLZ,43589,2079
EnergieCottbus,BEN,43589,108
FCAugsburg,BMU,43589,0
FCHomburg,BTN,43589,103
FCIngolstadt04,BOL,43589,0
FCSt.Pauli,BIH,43589,261
FortunaDuesseldorf,BWA,43589,1121
FortunaKoeln,BRA,43589,46
HamburgerSV,VGB,43589,2388
Hannover96,BRN,43589,813
HansaRostock,BGR,43589,462
HerthaBSCBerlin,BFA,43589,1205
KarlsruherSC,BDI,43589,1025
KickersOffenbach,CPV,43589,368
MeidericherSV,KHM,43589,176
MSVDuisburg,CMR,43589,1045
Preu§enMuenster,CAN,43589,34
RBLeipzig,CYM,43589,0
Rot-Wei§Essen,CAF,43589,346
Rot-Wei§Oberhausen,TCD,43589,182
SCFreiburg,CHI,43589,437
SCPaderborn07,CHL,43589,31
Schalke04,CHN,43589,1828
SpVggGreutherFuerth,COL,43589,0
SpVggUnterhaching,COM,43589,75
SSVUlm,COD,43589,36
StuttgarterKickers,COG,43589,94
SVDarmstadt98,CRI,43589,0
TasmaniaBerlin,CIV,43589,15
TennisBorussiaBerlin,HRV,43589,85
VfBLeipzig,CUB,43589,32
VfBStuttgart,CUW,43589,2331
VfLBochum,CYP,43589,1433
VfLWolfsburg,CZE,43589,404
WaldhofMannheim,DNK,43589,299
Wattenscheid09,DJI,43589,186
WerderBremen,DMA,43589,2323
1.FCKaiserslautern,AFG,43621,2276
1.FCKoeln,ALB,43621,2305
1.FCNuernberg,DZA,43621,1131
1.FCSaarbruecken,ASM,43621,202
1.FSVMainz05,AND,43621,96
1860Muenchen,AGO,43621,1022
1899Hoffenheim,ATG,43621,0
AlemanniaAachen,ARG,43621,140
ArminiaBielefeld,ARM,43621,534
Bayer04Leverkusen,ABW,43621,1517
BayerUerdingen,AUS,43621,644
BayernMuenchen,AUT,43621,2988
Blau-Wei§90Berlin,AZE,43621,36
BorussiaDortmund,BHS,43621,2273
BorussiaMoenchengladbach,BHR,43621,2373
BorussiaNeunkirchen,BGD,43621,109
Darmstadt98,BRB,43621,86
DynamoDresden,BLR,43621,132
EintrachtBraunschweig,BEL,43621,908
EintrachtFrankfurt,BLZ,43621,2121
EnergieCottbus,BEN,43621,108
FCAugsburg,BMU,43621,0
FCHomburg,BTN,43621,103
FCIngolstadt04,BOL,43621,0
FCSt.Pauli,BIH,43621,261
FortunaDuesseldorf,BWA,43621,1121
FortunaKoeln,BRA,43621,46
HamburgerSV,VGB,43621,2441
Hannover96,BRN,43621,856
HansaRostock,BGR,43621,462
HerthaBSCBerlin,BFA,43621,1257
KarlsruherSC,BDI,43621,1025
KickersOffenbach,CPV,43621,368
MeidericherSV,KHM,43621,176
MSVDuisburg,CMR,43621,1079
Preu§enMuenster,CAN,43621,34
RBLeipzig,CYM,43621,0
Rot-Wei§Essen,CAF,43621,346
Rot-Wei§Oberhausen,TCD,43621,182
SCFreiburg,CHI,43621,437
SCPaderborn07,CHL,43621,31
Schalke04,CHN,43621,1875
SpVggGreutherFuerth,COL,43621,0
SpVggUnterhaching,COM,43621,75
SSVUlm,COD,43621,36
StuttgarterKickers,COG,43621,94
SVDarmstadt98,CRI,43621,0
TasmaniaBerlin,CIV,43621,15
TennisBorussiaBerlin,HRV,43621,85
VfBLeipzig,CUB,43621,32
VfBStuttgart,CUW,43621,2368
VfLBochum,CYP,43621,1433
VfLWolfsburg,CZE,43621,437
WaldhofMannheim,DNK,43621,299
Wattenscheid09,DJI,43621,186
WerderBremen,DMA,43621,2402
1.FCKaiserslautern,AFG,43652,2276
1.FCKoeln,ALB,43652,2305
1.FCNuernberg,DZA,43652,1174
1.FCSaarbruecken,ASM,43652,202
1.FSVMainz05,AND,43652,130
1860Muenchen,AGO,43652,1022
1899Hoffenheim,ATG,43652,0
AlemanniaAachen,ARG,43652,186
ArminiaBielefeld,ARM,43652,581
Bayer04Leverkusen,ABW,43652,1571
BayerUerdingen,AUS,43652,644
BayernMuenchen,AUT,43652,3043
Blau-Wei§90Berlin,AZE,43652,36
BorussiaDortmund,BHS,43652,2314
BorussiaMoenchengladbach,BHR,43652,2396
BorussiaNeunkirchen,BGD,43652,109
Darmstadt98,BRB,43652,86
DynamoDresden,BLR,43652,132
EintrachtBraunschweig,BEL,43652,908
EintrachtFrankfurt,BLZ,43652,2167
EnergieCottbus,BEN,43652,146
FCAugsburg,BMU,43652,0
FCHomburg,BTN,43652,103
FCIngolstadt04,BOL,43652,0
FCSt.Pauli,BIH,43652,261
FortunaDuesseldorf,BWA,43652,1121
FortunaKoeln,BRA,43652,46
HamburgerSV,VGB,43652,2484
Hannover96,BRN,43652,897
HansaRostock,BGR,43652,462
HerthaBSCBerlin,BFA,43652,1307
KarlsruherSC,BDI,43652,1025
KickersOffenbach,CPV,43652,368
MeidericherSV,KHM,43652,176
MSVDuisburg,CMR,43652,1079
Preu§enMuenster,CAN,43652,34
RBLeipzig,CYM,43652,0
Rot-Wei§Essen,CAF,43652,346
Rot-Wei§Oberhausen,TCD,43652,182
SCFreiburg,CHI,43652,437
SCPaderborn07,CHL,43652,31
Schalke04,CHN,43652,1928
SpVggGreutherFuerth,COL,43652,0
SpVggUnterhaching,COM,43652,75
SSVUlm,COD,43652,36
StuttgarterKickers,COG,43652,94
SVDarmstadt98,CRI,43652,0
TasmaniaBerlin,CIV,43652,15
TennisBorussiaBerlin,HRV,43652,85
VfBLeipzig,CUB,43652,32
VfBStuttgart,CUW,43652,2429
VfLBochum,CYP,43652,1482
VfLWolfsburg,CZE,43652,474
WaldhofMannheim,DNK,43652,299
Wattenscheid09,DJI,43652,186
WerderBremen,DMA,43652,2478
1.FCKaiserslautern,AFG,43684,2276
1.FCKoeln,ALB,43684,2305
1.FCNuernberg,DZA,43684,1209
1.FCSaarbruecken,ASM,43684,202
1.FSVMainz05,AND,43684,130
1860Muenchen,AGO,43684,1022
1899Hoffenheim,ATG,43684,0
AlemanniaAachen,ARG,43684,186
ArminiaBielefeld,ARM,43684,616
Bayer04Leverkusen,ABW,43684,1628
BayerUerdingen,AUS,43684,644
BayernMuenchen,AUT,43684,3111
Blau-Wei§90Berlin,AZE,43684,36
BorussiaDortmund,BHS,43684,2364
BorussiaMoenchengladbach,BHR,43684,2396
BorussiaNeunkirchen,BGD,43684,109
Darmstadt98,BRB,43684,86
DynamoDresden,BLR,43684,132
EintrachtBraunschweig,BEL,43684,908
EintrachtFrankfurt,BLZ,43684,2210
EnergieCottbus,BEN,43684,181
FCAugsburg,BMU,43684,0
FCHomburg,BTN,43684,103
FCIngolstadt04,BOL,43684,0
FCSt.Pauli,BIH,43684,261
FortunaDuesseldorf,BWA,43684,1121
FortunaKoeln,BRA,43684,46
HamburgerSV,VGB,43684,2531
Hannover96,BRN,43684,951
HansaRostock,BGR,43684,492
HerthaBSCBerlin,BFA,43684,1346
KarlsruherSC,BDI,43684,1063
KickersOffenbach,CPV,43684,368
MeidericherSV,KHM,43684,176
MSVDuisburg,CMR,43684,1115
Preu§enMuenster,CAN,43684,34
RBLeipzig,CYM,43684,0
Rot-Wei§Essen,CAF,43684,346
Rot-Wei§Oberhausen,TCD,43684,182
SCFreiburg,CHI,43684,437
SCPaderborn07,CHL,43684,31
Schalke04,CHN,43684,1983
SpVggGreutherFuerth,COL,43684,0
SpVggUnterhaching,COM,43684,75
SSVUlm,COD,43684,36
StuttgarterKickers,COG,43684,94
SVDarmstadt98,CRI,43684,0
TasmaniaBerlin,CIV,43684,15
TennisBorussiaBerlin,HRV,43684,85
VfBLeipzig,CUB,43684,32
VfBStuttgart,CUW,43684,2486
VfLBochum,CYP,43684,1530
VfLWolfsburg,CZE,43684,532
WaldhofMannheim,DNK,43684,299
Wattenscheid09,DJI,43684,186
WerderBremen,DMA,43684,2553
1.FCKaiserslautern,AFG,43716,2276
1.FCKoeln,ALB,43716,2340
1.FCNuernberg,DZA,43716,1209
1.FCSaarbruecken,ASM,43716,202
1.FSVMainz05,AND,43716,130
1860Muenchen,AGO,43716,1022
1899Hoffenheim,ATG,43716,63
AlemanniaAachen,ARG,43716,186
ArminiaBielefeld,ARM,43716,645
Bayer04Leverkusen,ABW,43716,1687
BayerUerdingen,AUS,43716,644
BayernMuenchen,AUT,43716,3182
Blau-Wei§90Berlin,AZE,43716,36
BorussiaDortmund,BHS,43716,2424
BorussiaMoenchengladbach,BHR,43716,2435
BorussiaNeunkirchen,BGD,43716,109
Darmstadt98,BRB,43716,86
DynamoDresden,BLR,43716,132
EintrachtBraunschweig,BEL,43716,908
EintrachtFrankfurt,BLZ,43716,2249
EnergieCottbus,BEN,43716,211
FCAugsburg,BMU,43716,0
FCHomburg,BTN,43716,103
FCIngolstadt04,BOL,43716,0
FCSt.Pauli,BIH,43716,261
FortunaDuesseldorf,BWA,43716,1121
FortunaKoeln,BRA,43716,46
HamburgerSV,VGB,43716,2580
Hannover96,BRN,43716,1000
HansaRostock,BGR,43716,492
HerthaBSCBerlin,BFA,43716,1394
KarlsruherSC,BDI,43716,1093
KickersOffenbach,CPV,43716,368
MeidericherSV,KHM,43716,176
MSVDuisburg,CMR,43716,1115
Preu§enMuenster,CAN,43716,34
RBLeipzig,CYM,43716,0
Rot-Wei§Essen,CAF,43716,346
Rot-Wei§Oberhausen,TCD,43716,182
SCFreiburg,CHI,43716,437
SCPaderborn07,CHL,43716,31
Schalke04,CHN,43716,2030
SpVggGreutherFuerth,COL,43716,0
SpVggUnterhaching,COM,43716,75
SSVUlm,COD,43716,36
StuttgarterKickers,COG,43716,94
SVDarmstadt98,CRI,43716,0
TasmaniaBerlin,CIV,43716,15
TennisBorussiaBerlin,HRV,43716,85
VfBLeipzig,CUB,43716,32
VfBStuttgart,CUW,43716,2549
VfLBochum,CYP,43716,1569
VfLWolfsburg,CZE,43716,612
WaldhofMannheim,DNK,43716,299
Wattenscheid09,DJI,43716,186
WerderBremen,DMA,43716,2617
1.FCKaiserslautern,AFG,43747,2276
1.FCKoeln,ALB,43747,2373
1.FCNuernberg,DZA,43747,1241
1.FCSaarbruecken,ASM,43747,202
1.FSVMainz05,AND,43747,166
1860Muenchen,AGO,43747,1022
1899Hoffenheim,ATG,43747,107
AlemanniaAachen,ARG,43747,186
ArminiaBielefeld,ARM,43747,645
Bayer04Leverkusen,ABW,43747,1752
BayerUerdingen,AUS,43747,644
BayernMuenchen,AUT,43747,3254
Blau-Wei§90Berlin,AZE,43747,36
BorussiaDortmund,BHS,43747,2478
BorussiaMoenchengladbach,BHR,43747,2478
BorussiaNeunkirchen,BGD,43747,109
Darmstadt98,BRB,43747,86
DynamoDresden,BLR,43747,132
EintrachtBraunschweig,BEL,43747,908
EintrachtFrankfurt,BLZ,43747,2296
EnergieCottbus,BEN,43747,211
FCAugsburg,BMU,43747,0
FCHomburg,BTN,43747,103
FCIngolstadt04,BOL,43747,0
FCSt.Pauli,BIH,43747,261
FortunaDuesseldorf,BWA,43747,1121
FortunaKoeln,BRA,43747,46
HamburgerSV,VGB,43747,2636
Hannover96,BRN,43747,1043
HansaRostock,BGR,43747,492
HerthaBSCBerlin,BFA,43747,1428
KarlsruherSC,BDI,43747,1093
KickersOffenbach,CPV,43747,368
MeidericherSV,KHM,43747,176
MSVDuisburg,CMR,43747,1115
Preu§enMuenster,CAN,43747,34
RBLeipzig,CYM,43747,0
Rot-Wei§Essen,CAF,43747,346
Rot-Wei§Oberhausen,TCD,43747,182
SCFreiburg,CHI,43747,472
SCPaderborn07,CHL,43747,31
Schalke04,CHN,43747,2083
SpVggGreutherFuerth,COL,43747,0
SpVggUnterhaching,COM,43747,75
SSVUlm,COD,43747,36
StuttgarterKickers,COG,43747,94
SVDarmstadt98,CRI,43747,0
TasmaniaBerlin,CIV,43747,15
TennisBorussiaBerlin,HRV,43747,85
VfBLeipzig,CUB,43747,32
VfBStuttgart,CUW,43747,2600
VfLBochum,CYP,43747,1602
VfLWolfsburg,CZE,43747,676
WaldhofMannheim,DNK,43747,299
Wattenscheid09,DJI,43747,186
WerderBremen,DMA,43747,2688
1.FCKaiserslautern,AFG,43779,2324
1.FCKoeln,ALB,43779,2420
1.FCNuernberg,DZA,43779,1288
1.FCSaarbruecken,ASM,43779,202
1.FSVMainz05,AND,43779,218
1860Muenchen,AGO,43779,1022
1899Hoffenheim,ATG,43779,157
AlemanniaAachen,ARG,43779,186
ArminiaBielefeld,ARM,43779,645
Bayer04Leverkusen,ABW,43779,1816
BayerUerdingen,AUS,43779,644
BayernMuenchen,AUT,43779,3335
Blau-Wei§90Berlin,AZE,43779,36
BorussiaDortmund,BHS,43779,2545
BorussiaMoenchengladbach,BHR,43779,2526
BorussiaNeunkirchen,BGD,43779,109
Darmstadt98,BRB,43779,86
DynamoDresden,BLR,43779,132
EintrachtBraunschweig,BEL,43779,908
EintrachtFrankfurt,BLZ,43779,2296
EnergieCottbus,BEN,43779,211
FCAugsburg,BMU,43779,0
FCHomburg,BTN,43779,103
FCIngolstadt04,BOL,43779,0
FCSt.Pauli,BIH,43779,296
FortunaDuesseldorf,BWA,43779,1121
FortunaKoeln,BRA,43779,46
HamburgerSV,VGB,43779,2682
Hannover96,BRN,43779,1092
HansaRostock,BGR,43779,492
HerthaBSCBerlin,BFA,43779,1428
KarlsruherSC,BDI,43779,1093
KickersOffenbach,CPV,43779,368
MeidericherSV,KHM,43779,176
MSVDuisburg,CMR,43779,1115
Preu§enMuenster,CAN,43779,34
RBLeipzig,CYM,43779,0
Rot-Wei§Essen,CAF,43779,346
Rot-Wei§Oberhausen,TCD,43779,182
SCFreiburg,CHI,43779,513
SCPaderborn07,CHL,43779,31
Schalke04,CHN,43779,2121
SpVggGreutherFuerth,COL,43779,0
SpVggUnterhaching,COM,43779,75
SSVUlm,COD,43779,36
StuttgarterKickers,COG,43779,94
SVDarmstadt98,CRI,43779,0
TasmaniaBerlin,CIV,43779,15
TennisBorussiaBerlin,HRV,43779,85
VfBLeipzig,CUB,43779,32
VfBStuttgart,CUW,43779,2660
VfLBochum,CYP,43779,1602
VfLWolfsburg,CZE,43779,719
WaldhofMannheim,DNK,43779,299
Wattenscheid09,DJI,43779,186
WerderBremen,DMA,43779,2735
1.FCKaiserslautern,AFG,43810,2348
1.FCKoeln,ALB,43810,2459
1.FCNuernberg,DZA,43810,1326
1.FCSaarbruecken,ASM,43810,202
1.FSVMainz05,AND,43810,265
1860Muenchen,AGO,43810,1022
1899Hoffenheim,ATG,43810,198
AlemanniaAachen,ARG,43810,186
ArminiaBielefeld,ARM,43810,645
Bayer04Leverkusen,ABW,43810,1868
BayerUerdingen,AUS,43810,644
BayernMuenchen,AUT,43810,3412
Blau-Wei§90Berlin,AZE,43810,36
BorussiaDortmund,BHS,43810,2625
BorussiaMoenchengladbach,BHR,43810,2575
BorussiaNeunkirchen,BGD,43810,109
Darmstadt98,BRB,43810,86
DynamoDresden,BLR,43810,132
EintrachtBraunschweig,BEL,43810,908
EintrachtFrankfurt,BLZ,43810,2327
EnergieCottbus,BEN,43810,211
FCAugsburg,BMU,43810,36
FCHomburg,BTN,43810,103
FCIngolstadt04,BOL,43810,0
FCSt.Pauli,BIH,43810,296
FortunaDuesseldorf,BWA,43810,1121
FortunaKoeln,BRA,43810,46
HamburgerSV,VGB,43810,2717
Hannover96,BRN,43810,1133
HansaRostock,BGR,43810,492
HerthaBSCBerlin,BFA,43810,1466
KarlsruherSC,BDI,43810,1093
KickersOffenbach,CPV,43810,368
MeidericherSV,KHM,43810,176
MSVDuisburg,CMR,43810,1115
Preu§enMuenster,CAN,43810,34
RBLeipzig,CYM,43810,0
Rot-Wei§Essen,CAF,43810,346
Rot-Wei§Oberhausen,TCD,43810,182
SCFreiburg,CHI,43810,558
SCPaderborn07,CHL,43810,31
Schalke04,CHN,43810,2195
SpVggGreutherFuerth,COL,43810,26
SpVggUnterhaching,COM,43810,75
SSVUlm,COD,43810,36
StuttgarterKickers,COG,43810,94
SVDarmstadt98,CRI,43810,0
TasmaniaBerlin,CIV,43810,15
TennisBorussiaBerlin,HRV,43810,85
VfBLeipzig,CUB,43810,32
VfBStuttgart,CUW,43810,2723
VfLBochum,CYP,43810,1602
VfLWolfsburg,CZE,43810,766
WaldhofMannheim,DNK,43810,299
Wattenscheid09,DJI,43810,186
WerderBremen,DMA,43810,2784
1.FCKaiserslautern,AFG,41609,2348
1.FCKoeln,ALB,41609,2459
1.FCNuernberg,DZA,41609,1365
1.FCSaarbruecken,ASM,41609,202
1.FSVMainz05,AND,41609,307
1860Muenchen,AGO,41609,1022
1899Hoffenheim,ATG,41609,240
AlemanniaAachen,ARG,41609,186
ArminiaBielefeld,ARM,41609,645
Bayer04Leverkusen,ABW,41609,1933
BayerUerdingen,AUS,41609,644
BayernMuenchen,AUT,41609,3510
Blau-Wei§90Berlin,AZE,41609,36
BorussiaDortmund,BHS,41609,2706
BorussiaMoenchengladbach,BHR,41609,2620
BorussiaNeunkirchen,BGD,41609,109
Darmstadt98,BRB,41609,86
DynamoDresden,BLR,41609,132
EintrachtBraunschweig,BEL,41609,937
EintrachtFrankfurt,BLZ,41609,2376
EnergieCottbus,BEN,41609,211
FCAugsburg,BMU,41609,69
FCHomburg,BTN,41609,103
FCIngolstadt04,BOL,41609,0
FCSt.Pauli,BIH,41609,296
FortunaDuesseldorf,BWA,41609,1160
FortunaKoeln,BRA,41609,46
HamburgerSV,VGB,41609,2759
Hannover96,BRN,41609,1193
HansaRostock,BGR,41609,492
HerthaBSCBerlin,BFA,41609,1466
KarlsruherSC,BDI,41609,1093
KickersOffenbach,CPV,41609,368
MeidericherSV,KHM,41609,176
MSVDuisburg,CMR,41609,1115
Preu§enMuenster,CAN,41609,34
RBLeipzig,CYM,41609,0
Rot-Wei§Essen,CAF,41609,346
Rot-Wei§Oberhausen,TCD,41609,182
SCFreiburg,CHI,41609,603
SCPaderborn07,CHL,41609,31
Schalke04,CHN,41609,2253
SpVggGreutherFuerth,COL,41609,26
SpVggUnterhaching,COM,41609,75
SSVUlm,COD,41609,36
StuttgarterKickers,COG,41609,94
SVDarmstadt98,CRI,41609,0
TasmaniaBerlin,CIV,41609,15
TennisBorussiaBerlin,HRV,41609,85
VfBLeipzig,CUB,41609,32
VfBStuttgart,CUW,41609,2760
VfLBochum,CYP,41609,1602
VfLWolfsburg,CZE,41609,813
WaldhofMannheim,DNK,41609,299
Wattenscheid09,DJI,41609,186
WerderBremen,DMA,41609,2834
1.FCKaiserslautern,AFG,13/14,2348
1.FCKoeln,ALB,13/14,2459
1.FCNuernberg,DZA,13/14,1402
1.FCSaarbruecken,ASM,13/14,202
1.FSVMainz05,AND,13/14,359
1860Muenchen,AGO,13/14,1022
1899Hoffenheim,ATG,13/14,312
AlemanniaAachen,ARG,13/14,186
ArminiaBielefeld,ARM,13/14,645
Bayer04Leverkusen,ABW,13/14,1993
BayerUerdingen,AUS,13/14,644
BayernMuenchen,AUT,13/14,3604
Blau-Wei§90Berlin,AZE,13/14,36
BorussiaDortmund,BHS,13/14,2786
BorussiaMoenchengladbach,BHR,13/14,2679
BorussiaNeunkirchen,BGD,13/14,109
Darmstadt98,BRB,13/14,86
DynamoDresden,BLR,13/14,132
EintrachtBraunschweig,BEL,13/14,937
EintrachtFrankfurt,BLZ,13/14,2416
EnergieCottbus,BEN,13/14,211
FCAugsburg,BMU,13/14,116
FCHomburg,BTN,13/14,103
FCIngolstadt04,BOL,13/14,0
FCSt.Pauli,BIH,13/14,296
FortunaDuesseldorf,BWA,13/14,1160
FortunaKoeln,BRA,13/14,46
HamburgerSV,VGB,13/14,2810
Hannover96,BRN,13/14,1239
HansaRostock,BGR,13/14,492
HerthaBSCBerlin,BFA,13/14,1506
KarlsruherSC,BDI,13/14,1093
KickersOffenbach,CPV,13/14,368
MeidericherSV,KHM,13/14,176
MSVDuisburg,CMR,13/14,1115
Preu§enMuenster,CAN,13/14,34
RBLeipzig,CYM,13/14,0
Rot-Wei§Essen,CAF,13/14,346
Rot-Wei§Oberhausen,TCD,13/14,182
SCFreiburg,CHI,13/14,646
